age,education-num,hours-per-week,workclass_int,marital_status_int,occupation_int,relationship_int,race_int,sex_int,native_country_int,income_int
20,10,40,1.0,3,4.0,5,4,1,1.0,0
33,10,40,1.0,4,9.0,6,1,1,1.0,0
30,9,20,1.0,1,9.0,2,1,1,1.0,0
23,10,32,1.0,3,7.0,2,1,2,13.0,0
34,6,38,1.0,2,3.0,6,1,1,1.0,0
48,10,40,6.0,1,2.0,3,1,2,1.0,1
42,10,40,1.0,1,2.0,3,5,2,1.0,1
22,9,40,1.0,3,9.0,2,2,2,1.0,0
60,9,42,2.0,1,2.0,3,1,2,1.0,1
42,13,55,1.0,1,5.0,3,1,2,1.0,1
45,13,55,1.0,4,5.0,4,1,1,1.0,0
29,14,40,1.0,1,5.0,1,1,1,1.0,1
34,13,38,1.0,3,4.0,4,1,2,1.0,0
34,13,40,1.0,2,6.0,6,1,1,1.0,1
48,7,35,1.0,4,3.0,4,5,1,1.0,0
53,13,40,1.0,1,5.0,3,5,2,1.0,1
51,10,45,1.0,5,9.0,6,1,1,1.0,0
44,13,90,2.0,1,10.0,3,1,2,1.0,0
46,11,60,3.0,1,5.0,3,1,2,1.0,1
51,16,60,1.0,2,2.0,4,1,1,1.0,1
32,10,40,1.0,3,2.0,4,1,1,1.0,0
24,10,45,1.0,3,3.0,4,1,2,1.0,0
33,11,26,1.0,3,6.0,6,5,1,1.0,0
47,9,90,2.0,7,2.0,3,1,2,1.0,0
64,14,50,2.0,2,6.0,4,1,2,1.0,0
62,13,50,1.0,1,5.0,3,1,2,1.0,1
52,9,40,1.0,1,5.0,3,1,2,1.0,1
39,9,40,1.0,3,4.0,4,1,1,18.0,0
42,9,48,1.0,1,6.0,3,1,2,1.0,0
38,13,42,4.0,1,4.0,3,1,2,1.0,1
55,4,50,1.0,1,11.0,3,1,2,1.0,0
30,12,50,1.0,1,5.0,1,1,1,35.0,1
32,5,40,1.0,1,2.0,3,1,2,1.0,0
50,7,40,4.0,3,4.0,4,5,1,1.0,0
27,9,40,1.0,3,8.0,2,2,2,16.0,0
47,9,60,1.0,1,5.0,3,1,2,1.0,0
33,5,35,1.0,2,8.0,4,1,2,1.0,0
23,4,35,1.0,3,3.0,2,1,2,1.0,0
31,13,40,4.0,1,5.0,3,1,2,1.0,1
26,10,40,1.0,1,8.0,3,5,2,1.0,0
61,9,63,2.0,1,4.0,3,2,2,11.0,0
50,13,40,1.0,2,4.0,6,5,2,1.0,0
49,11,40,1.0,1,6.0,3,1,2,6.0,1
18,7,15,1.0,3,7.0,2,1,2,1.0,0
44,12,99,2.0,1,3.0,1,1,1,1.0,0
35,9,40,6.0,1,13.0,3,1,2,1.0,1
50,9,50,3.0,1,10.0,3,1,2,1.0,0
43,9,40,6.0,1,2.0,3,1,2,1.0,0
28,10,40,1.0,2,9.0,6,1,2,1.0,0
47,9,40,1.0,1,5.0,3,1,2,1.0,0
21,1,50,1.0,3,10.0,4,1,2,21.0,0
30,15,45,1.0,3,6.0,4,1,1,1.0,0
19,9,45,1.0,3,2.0,2,1,2,1.0,0
55,14,50,1.0,1,4.0,3,1,2,1.0,1
31,11,43,1.0,2,8.0,6,1,2,1.0,0
30,11,40,1.0,2,5.0,4,1,2,1.0,0
51,13,43,4.0,3,6.0,4,3,1,1.0,0
34,9,40,1.0,2,11.0,2,1,1,1.0,0
59,14,45,1.0,1,5.0,3,1,2,1.0,1
29,9,40,1.0,2,8.0,6,1,2,1.0,0
17,6,40,6.0,3,10.0,2,1,2,1.0,0
24,9,30,1.0,3,3.0,2,1,1,1.0,0
39,14,18,1.0,1,6.0,1,1,1,1.0,1
34,9,45,1.0,3,8.0,4,1,1,1.0,0
44,9,40,2.0,1,6.0,3,1,2,1.0,1
37,10,40,5.0,2,9.0,6,1,1,1.0,0
39,14,65,1.0,1,5.0,1,1,1,1.0,1
32,15,40,3.0,1,6.0,3,1,2,1.0,1
23,10,28,1.0,3,3.0,4,1,1,1.0,0
30,7,40,1.0,2,7.0,2,1,2,1.0,0
20,8,10,1.0,2,3.0,4,1,1,1.0,0
41,9,4,1.0,1,2.0,3,1,2,39.0,0
48,4,30,1.0,1,3.0,3,2,2,12.0,0
31,9,45,1.0,1,6.0,3,1,2,1.0,1
34,11,40,1.0,3,7.0,4,5,2,1.0,0
25,9,40,1.0,4,3.0,6,5,2,1.0,0
41,13,35,2.0,4,2.0,4,1,2,1.0,0
35,15,50,2.0,1,6.0,3,1,2,1.0,1
42,13,40,1.0,2,5.0,6,1,1,1.0,0
34,9,75,2.0,1,11.0,3,1,2,21.0,1
44,6,60,1.0,1,8.0,3,1,2,1.0,0
32,13,40,1.0,1,5.0,3,1,2,1.0,1
25,10,40,1.0,3,4.0,2,2,2,1.0,0
23,7,50,1.0,1,11.0,3,1,2,1.0,0
36,15,40,1.0,3,6.0,4,4,2,8.0,1
53,13,60,2.0,3,4.0,6,1,2,1.0,1
27,13,65,1.0,3,9.0,4,1,1,1.0,0
57,9,45,1.0,3,5.0,4,1,1,1.0,0
17,7,20,1.0,3,4.0,2,1,1,1.0,0
59,9,38,5.0,2,9.0,6,1,1,1.0,0
34,9,40,1.0,3,3.0,2,1,1,1.0,0
30,6,55,1.0,1,11.0,3,1,2,1.0,0
23,10,30,1.0,3,4.0,4,1,2,1.0,0
19,9,40,1.0,3,11.0,2,1,2,1.0,0
20,11,40,2.0,3,10.0,2,1,2,1.0,0
52,9,40,2.0,2,4.0,4,1,2,1.0,0
39,13,50,5.0,1,6.0,3,1,2,1.0,1
27,9,50,1.0,4,3.0,6,1,1,1.0,0
19,10,35,1.0,3,4.0,4,1,1,1.0,0
38,13,15,5.0,1,6.0,1,1,1,1.0,0
19,9,16,1.0,3,7.0,2,1,2,1.0,0
34,13,40,1.0,1,6.0,1,1,1,1.0,1
23,9,40,1.0,1,8.0,2,1,1,1.0,0
22,6,84,1.0,3,11.0,4,3,2,1.0,0
45,15,60,1.0,1,6.0,3,1,2,1.0,1
45,9,60,1.0,1,5.0,3,1,2,1.0,1
48,13,40,1.0,1,5.0,3,2,2,9.0,1
42,13,60,1.0,1,4.0,3,1,2,1.0,0
35,10,50,2.0,1,4.0,3,1,2,1.0,0
32,9,40,1.0,2,3.0,6,3,1,1.0,0
51,9,32,5.0,1,5.0,1,1,1,1.0,0
59,10,40,1.0,1,5.0,3,1,2,1.0,1
31,9,40,5.0,3,11.0,2,1,2,1.0,0
27,13,50,5.0,3,1.0,4,1,2,1.0,0
57,12,35,1.0,5,9.0,4,1,1,1.0,0
40,9,40,1.0,3,3.0,4,1,2,1.0,0
31,9,40,1.0,2,8.0,4,1,2,1.0,0
42,9,35,1.0,4,9.0,6,1,1,34.0,0
60,9,40,1.0,1,4.0,3,1,2,1.0,0
53,14,50,5.0,3,5.0,4,1,1,1.0,1
27,9,40,1.0,3,7.0,2,1,2,1.0,0
31,9,45,1.0,1,11.0,3,1,2,1.0,0
29,13,40,6.0,3,2.0,4,1,2,1.0,0
22,13,40,1.0,3,10.0,2,1,2,1.0,0
42,13,38,1.0,3,6.0,4,1,1,1.0,1
63,15,50,3.0,1,6.0,3,1,2,1.0,1
28,9,40,1.0,1,4.0,3,1,2,1.0,0
79,10,20,1.0,1,9.0,3,1,2,1.0,0
39,9,40,1.0,1,2.0,3,1,2,1.0,1
60,4,40,1.0,2,3.0,4,1,2,1.0,0
58,8,24,1.0,1,3.0,1,1,1,1.0,0
20,12,18,1.0,3,3.0,2,1,1,1.0,0
44,9,65,1.0,1,11.0,3,1,2,1.0,1
47,9,48,1.0,1,11.0,3,1,2,1.0,0
59,9,24,1.0,1,13.0,3,1,2,1.0,1
37,14,65,1.0,2,5.0,4,1,2,1.0,0
68,11,40,1.0,5,5.0,4,1,1,1.0,0
43,10,40,1.0,1,9.0,3,1,2,1.0,0
23,9,33,1.0,3,2.0,6,1,1,1.0,0
45,10,35,2.0,3,4.0,2,1,1,1.0,0
22,10,40,1.0,3,1.0,2,1,2,1.0,0
38,13,50,1.0,1,6.0,3,1,2,1.0,1
24,10,49,1.0,3,4.0,4,1,2,1.0,0
23,9,40,1.0,1,4.0,1,1,1,1.0,0
39,10,45,4.0,1,9.0,5,1,2,1.0,1
26,10,40,1.0,3,2.0,4,1,2,1.0,0
24,9,40,1.0,3,7.0,6,1,2,1.0,0
22,10,25,1.0,3,9.0,2,1,2,1.0,0
18,7,8,1.0,3,3.0,2,5,2,1.0,0
38,13,40,1.0,1,5.0,3,1,2,1.0,1
43,13,35,3.0,2,10.0,4,1,2,1.0,0
42,14,40,1.0,1,5.0,3,1,2,1.0,1
35,13,50,1.0,1,5.0,3,1,2,1.0,1
31,10,45,1.0,2,9.0,4,1,1,1.0,0
73,2,20,1.0,1,11.0,3,1,2,1.0,0
32,10,42,1.0,2,5.0,6,1,1,1.0,0
37,14,45,1.0,1,5.0,3,1,2,1.0,1
22,9,35,1.0,3,3.0,2,1,1,1.0,0
31,9,35,1.0,3,3.0,2,1,2,1.0,0
65,9,59,1.0,2,9.0,6,1,1,5.0,0
39,9,45,1.0,1,2.0,1,5,1,1.0,0
48,10,37,1.0,1,9.0,1,1,1,1.0,0
20,10,40,1.0,3,3.0,4,1,1,1.0,0
48,13,50,1.0,1,4.0,3,1,2,1.0,1
29,15,80,4.0,1,6.0,3,1,2,1.0,0
35,13,45,3.0,1,5.0,3,1,2,1.0,1
31,10,40,1.0,1,11.0,3,1,2,1.0,1
48,9,40,6.0,1,13.0,3,1,2,1.0,0
36,11,45,1.0,3,1.0,4,1,2,1.0,0
40,9,50,2.0,1,10.0,3,1,2,1.0,0
26,13,35,5.0,3,6.0,4,1,1,1.0,0
37,9,40,6.0,3,3.0,2,1,1,1.0,0
65,16,40,1.0,1,5.0,3,1,2,1.0,1
26,6,32,2.0,3,6.0,4,1,1,1.0,0
47,14,40,1.0,1,5.0,3,1,2,9.0,1
62,4,40,1.0,2,2.0,2,1,2,1.0,0
27,11,50,1.0,3,5.0,2,1,2,1.0,0
76,10,8,2.0,5,4.0,4,1,2,1.0,0
29,13,40,1.0,3,9.0,2,1,1,1.0,0
29,8,40,1.0,1,11.0,3,1,2,1.0,1
32,6,40,1.0,3,8.0,2,1,2,21.0,0
22,10,40,3.0,1,2.0,3,1,2,1.0,0
30,9,50,4.0,3,9.0,4,5,1,1.0,0
43,10,40,5.0,2,9.0,4,1,1,1.0,0
23,13,20,1.0,1,3.0,3,1,2,1.0,0
44,15,40,4.0,1,6.0,3,1,2,1.0,1
41,13,40,1.0,2,3.0,4,1,2,1.0,0
49,14,40,6.0,2,6.0,6,5,1,1.0,1
30,9,45,1.0,3,11.0,4,1,2,1.0,1
23,10,35,1.0,3,7.0,2,1,2,1.0,0
39,9,40,1.0,5,9.0,2,1,1,1.0,0
32,13,60,1.0,1,4.0,3,1,2,1.0,1
50,10,35,1.0,1,2.0,3,1,2,1.0,1
19,10,40,1.0,3,9.0,2,1,1,4.0,0
35,13,52,1.0,1,4.0,3,1,2,1.0,1
23,9,40,1.0,3,2.0,4,1,2,1.0,0
25,10,40,1.0,3,2.0,4,1,2,1.0,0
40,9,40,1.0,2,4.0,4,1,1,1.0,0
30,13,42,1.0,1,5.0,3,5,2,1.0,1
52,10,40,1.0,1,2.0,3,1,2,1.0,1
49,10,60,1.0,1,8.0,3,5,2,1.0,0
24,13,40,1.0,3,9.0,2,1,1,1.0,0
46,13,40,1.0,1,5.0,3,1,2,1.0,1
39,13,50,1.0,1,4.0,3,1,2,1.0,1
45,13,50,2.0,1,5.0,3,1,2,1.0,1
62,13,38,5.0,1,9.0,1,1,1,1.0,0
43,13,50,1.0,1,6.0,3,1,2,1.0,1
45,10,40,1.0,2,8.0,6,1,1,1.0,0
62,9,40,2.0,1,4.0,3,1,2,1.0,0
48,3,40,1.0,3,7.0,4,1,2,21.0,0
56,9,40,1.0,2,3.0,6,5,1,19.0,0
28,9,35,1.0,3,10.0,6,1,1,1.0,0
23,9,40,1.0,3,2.0,2,5,2,1.0,0
43,9,35,1.0,2,3.0,4,1,1,1.0,0
26,13,40,1.0,1,2.0,3,1,2,1.0,1
36,9,50,1.0,1,4.0,3,1,2,1.0,1
48,13,50,6.0,3,5.0,4,1,1,1.0,0
38,11,45,1.0,1,5.0,3,1,2,1.0,1
18,9,30,1.0,3,4.0,4,1,2,1.0,0
56,9,70,2.0,6,5.0,4,1,2,1.0,0
39,14,40,2.0,3,6.0,4,1,2,1.0,0
36,7,65,1.0,3,11.0,6,3,2,1.0,0
42,9,40,2.0,1,2.0,3,1,2,1.0,0
50,9,50,1.0,1,11.0,3,1,2,1.0,1
17,7,20,1.0,3,7.0,2,1,2,1.0,0
57,4,40,1.0,5,8.0,6,5,1,1.0,0
73,9,12,1.0,5,3.0,5,1,1,1.0,0
50,10,40,4.0,3,9.0,4,1,2,1.0,0
35,10,45,1.0,3,11.0,2,1,2,1.0,0
27,10,40,1.0,3,2.0,2,1,2,1.0,0
23,9,40,2.0,3,2.0,2,1,2,1.0,0
25,9,40,1.0,3,9.0,2,1,1,1.0,0
51,13,40,1.0,1,5.0,3,1,2,1.0,1
26,6,40,1.0,1,9.0,1,1,1,1.0,0
40,9,40,1.0,2,3.0,4,5,2,1.0,0
58,5,40,1.0,2,3.0,6,1,1,1.0,0
25,10,40,1.0,3,4.0,2,1,1,1.0,0
36,7,43,1.0,1,11.0,3,1,2,1.0,0
46,9,60,1.0,2,5.0,4,1,1,1.0,0
69,9,40,1.0,5,9.0,4,1,1,1.0,0
28,9,40,1.0,3,3.0,2,5,1,1.0,0
20,9,48,1.0,3,9.0,2,1,2,1.0,0
64,9,40,5.0,1,7.0,3,1,2,1.0,0
17,9,20,1.0,3,4.0,2,1,1,1.0,0
50,5,50,1.0,2,11.0,4,1,2,1.0,0
47,10,40,1.0,1,2.0,3,1,2,1.0,0
50,15,52,6.0,1,5.0,3,1,2,1.0,1
20,9,30,1.0,3,9.0,2,1,1,1.0,0
43,15,70,6.0,1,6.0,3,1,2,1.0,1
46,13,40,1.0,3,6.0,4,1,1,1.0,0
53,10,15,1.0,4,5.0,6,3,1,1.0,0
21,9,30,1.0,3,2.0,2,1,2,1.0,0
58,10,40,1.0,2,3.0,4,1,2,1.0,0
30,13,55,1.0,1,4.0,3,1,2,1.0,1
61,9,40,1.0,1,9.0,1,5,1,1.0,0
56,10,35,6.0,2,9.0,4,1,1,1.0,0
59,9,40,1.0,2,3.0,6,1,1,1.0,0
72,9,20,1.0,1,7.0,3,1,2,1.0,0
33,9,40,1.0,3,9.0,4,1,2,1.0,0
46,9,40,1.0,1,9.0,1,1,1,1.0,1
46,10,38,5.0,1,13.0,3,1,2,1.0,1
48,9,28,1.0,3,6.0,6,5,1,1.0,0
33,9,40,1.0,1,5.0,3,1,2,1.0,0
21,10,40,1.0,3,7.0,2,1,1,1.0,0
27,9,45,1.0,2,9.0,6,1,1,1.0,0
31,9,40,1.0,2,11.0,4,1,2,1.0,0
28,13,40,1.0,3,8.0,4,1,2,1.0,0
45,10,38,5.0,2,9.0,4,1,1,1.0,0
51,9,40,1.0,1,8.0,3,1,2,1.0,1
61,10,40,1.0,1,9.0,3,1,2,1.0,1
17,7,30,1.0,3,4.0,2,1,1,1.0,0
26,13,40,1.0,3,2.0,4,1,2,1.0,0
35,6,60,1.0,2,2.0,4,1,2,1.0,0
33,7,70,2.0,1,5.0,3,1,2,1.0,0
39,9,35,5.0,3,9.0,2,1,1,1.0,0
42,9,30,1.0,2,3.0,6,1,1,1.0,0
35,13,47,1.0,1,5.0,3,1,2,1.0,1
45,9,50,1.0,2,1.0,4,1,1,1.0,1
47,13,40,3.0,3,4.0,2,1,2,1.0,1
64,7,48,1.0,1,2.0,3,1,2,1.0,0
39,15,47,1.0,1,5.0,1,1,1,1.0,1
62,13,40,1.0,1,6.0,3,1,2,1.0,1
53,10,40,1.0,1,6.0,3,1,2,1.0,1
31,13,40,1.0,1,5.0,3,1,2,1.0,0
26,9,40,1.0,1,4.0,3,1,2,1.0,0
56,4,50,3.0,1,2.0,3,1,2,1.0,1
43,10,40,1.0,3,3.0,4,1,1,1.0,0
33,10,35,1.0,3,4.0,4,5,2,1.0,0
45,10,40,2.0,1,2.0,3,1,2,1.0,1
46,10,55,1.0,4,4.0,4,1,2,1.0,0
26,11,80,1.0,1,7.0,3,1,2,1.0,0
24,9,40,1.0,3,3.0,2,1,1,21.0,0
43,13,50,1.0,1,10.0,3,1,2,1.0,1
40,11,40,1.0,3,8.0,2,1,2,1.0,0
34,10,72,4.0,3,9.0,4,5,1,1.0,0
85,9,35,1.0,5,4.0,6,1,2,1.0,0
41,9,40,1.0,3,9.0,4,1,1,1.0,0
31,12,35,6.0,3,9.0,4,1,1,1.0,0
60,9,40,1.0,5,3.0,6,5,1,1.0,0
29,12,36,1.0,2,6.0,4,1,1,1.0,0
35,13,45,6.0,3,5.0,4,2,1,1.0,0
24,9,30,1.0,3,4.0,4,1,2,1.0,0
45,14,40,5.0,2,6.0,4,5,2,1.0,0
21,8,20,5.0,3,3.0,2,5,2,1.0,0
30,12,37,1.0,1,11.0,1,1,1,1.0,1
50,10,99,3.0,1,5.0,3,1,2,1.0,1
41,9,40,2.0,1,5.0,3,1,2,1.0,1
21,9,33,1.0,3,4.0,4,1,1,1.0,0
45,9,45,1.0,1,2.0,3,1,2,1.0,0
34,13,40,1.0,1,5.0,3,1,2,1.0,1
28,9,40,1.0,2,7.0,2,1,2,1.0,0
19,9,40,1.0,3,3.0,6,1,2,1.0,0
26,13,50,1.0,3,6.0,4,1,2,1.0,1
48,13,45,1.0,1,11.0,3,1,2,1.0,1
69,13,40,1.0,5,6.0,4,1,2,1.0,1
41,10,40,1.0,2,9.0,6,1,1,1.0,0
28,9,40,1.0,3,2.0,6,1,2,21.0,0
65,10,28,5.0,2,9.0,4,1,1,1.0,0
31,13,38,1.0,3,5.0,4,1,2,1.0,0
28,13,40,1.0,3,9.0,4,1,1,1.0,0
51,13,40,1.0,1,6.0,3,1,2,1.0,1
45,10,80,1.0,3,2.0,4,1,1,1.0,0
43,9,38,1.0,2,9.0,5,5,2,1.0,0
31,12,60,1.0,1,4.0,3,1,2,1.0,0
31,10,55,1.0,1,2.0,3,1,2,1.0,1
45,10,40,1.0,1,2.0,5,2,2,16.0,0
20,13,30,1.0,3,4.0,5,5,1,1.0,0
31,13,50,1.0,3,4.0,4,1,2,1.0,0
56,10,45,1.0,1,2.0,3,1,2,1.0,0
26,13,18,1.0,3,4.0,2,1,2,1.0,0
47,10,65,2.0,2,5.0,4,1,1,1.0,0
40,9,50,3.0,1,5.0,3,1,2,1.0,0
32,9,48,1.0,1,5.0,1,1,1,1.0,0
34,14,24,6.0,3,6.0,6,5,1,1.0,0
37,9,55,1.0,1,5.0,3,1,2,1.0,0
38,9,45,1.0,1,2.0,3,1,2,1.0,0
19,11,16,1.0,3,3.0,2,2,2,1.0,0
26,12,40,1.0,3,6.0,4,1,1,1.0,0
82,4,2,1.0,1,7.0,3,1,2,1.0,0
40,9,40,1.0,2,2.0,4,1,2,1.0,0
28,10,50,1.0,3,2.0,2,1,2,1.0,0
23,9,37,1.0,1,4.0,3,5,2,1.0,0
19,10,40,1.0,3,9.0,2,1,2,1.0,0
67,9,32,1.0,5,7.0,5,5,2,1.0,0
43,13,40,1.0,1,5.0,3,1,2,1.0,1
41,12,50,1.0,3,9.0,4,4,1,1.0,0
37,11,40,1.0,2,6.0,6,1,1,1.0,0
20,9,40,1.0,3,11.0,2,1,2,1.0,0
40,9,40,1.0,2,2.0,6,1,2,1.0,0
47,14,50,1.0,4,5.0,4,1,2,1.0,1
40,9,40,1.0,1,1.0,3,1,2,1.0,0
39,13,40,6.0,3,5.0,4,1,1,1.0,0
24,10,20,1.0,3,9.0,2,5,1,1.0,0
49,13,45,1.0,1,4.0,3,1,2,1.0,1
66,9,10,1.0,2,8.0,4,1,2,1.0,0
52,9,40,1.0,3,6.0,6,1,1,1.0,0
35,9,40,4.0,3,9.0,4,1,2,1.0,0
30,13,40,1.0,7,5.0,1,1,1,1.0,1
36,10,40,1.0,3,3.0,4,1,2,1.0,0
39,13,40,1.0,1,6.0,3,1,2,1.0,1
38,13,20,1.0,3,3.0,4,1,2,1.0,0
63,13,40,1.0,3,9.0,4,1,2,1.0,0
58,9,40,2.0,1,5.0,3,1,2,1.0,1
25,3,33,1.0,3,9.0,4,1,1,21.0,0
44,14,40,6.0,1,6.0,3,1,2,1.0,1
43,11,40,1.0,1,9.0,1,1,1,1.0,1
21,10,30,1.0,3,11.0,2,1,2,1.0,0
41,12,40,5.0,3,5.0,4,1,2,1.0,0
38,13,50,1.0,1,4.0,3,1,2,1.0,1
29,10,40,1.0,1,2.0,3,1,2,1.0,0
52,9,70,2.0,1,10.0,3,1,2,1.0,0
28,11,50,1.0,1,6.0,3,1,2,1.0,1
30,14,10,6.0,1,6.0,3,2,2,12.0,0
30,10,60,1.0,1,5.0,3,1,2,1.0,1
40,12,40,1.0,2,5.0,4,1,2,1.0,1
27,10,30,1.0,3,3.0,2,1,1,1.0,0
36,13,40,6.0,3,9.0,4,1,1,1.0,0
25,10,40,1.0,3,11.0,4,5,2,1.0,0
39,10,40,1.0,2,1.0,4,1,1,18.0,0
27,11,40,1.0,1,1.0,3,1,2,1.0,0
24,9,50,1.0,1,10.0,3,1,2,1.0,0
38,13,40,3.0,1,4.0,3,1,2,1.0,1
35,9,55,2.0,1,10.0,3,1,2,1.0,0
29,11,40,1.0,3,1.0,4,1,2,1.0,0
49,9,40,1.0,2,3.0,4,5,1,1.0,0
36,5,40,1.0,1,8.0,3,1,2,1.0,0
47,16,50,2.0,1,2.0,3,1,2,1.0,0
21,10,40,1.0,3,3.0,2,1,2,1.0,0
35,13,40,1.0,3,6.0,4,2,1,16.0,1
38,2,40,1.0,1,7.0,3,1,2,21.0,0
45,14,50,1.0,1,5.0,3,1,2,1.0,1
19,10,15,1.0,3,3.0,2,1,1,1.0,0
18,9,22,1.0,3,7.0,2,1,2,1.0,0
37,15,40,1.0,1,5.0,3,1,2,1.0,0
49,13,40,1.0,3,6.0,6,1,1,1.0,0
33,11,48,5.0,1,13.0,3,1,2,1.0,1
27,10,40,1.0,1,4.0,3,1,2,1.0,1
34,10,35,5.0,2,9.0,6,1,1,1.0,0
54,14,40,6.0,6,6.0,4,2,1,12.0,0
44,15,60,2.0,1,6.0,3,1,2,1.0,1
48,13,50,2.0,4,2.0,4,1,2,1.0,0
29,9,38,1.0,3,3.0,2,1,2,1.0,0
18,5,32,1.0,3,4.0,2,4,1,1.0,0
29,9,40,1.0,2,2.0,4,1,2,1.0,0
29,9,40,1.0,3,11.0,4,1,2,1.0,0
41,9,40,1.0,4,8.0,5,5,1,1.0,0
32,9,40,1.0,3,7.0,4,1,2,1.0,0
61,6,24,1.0,2,3.0,4,5,1,1.0,0
79,9,6,1.0,6,6.0,4,1,2,1.0,0
34,12,40,1.0,2,8.0,4,1,2,1.0,0
46,13,40,1.0,1,5.0,3,1,2,1.0,1
50,11,60,2.0,1,4.0,3,1,2,1.0,1
29,9,40,1.0,1,8.0,3,1,2,1.0,0
23,10,40,1.0,3,9.0,4,1,1,1.0,0
64,10,40,1.0,3,9.0,4,1,1,1.0,0
70,14,50,5.0,3,6.0,6,1,1,1.0,1
28,12,40,5.0,3,9.0,4,1,1,1.0,0
51,11,40,1.0,1,7.0,3,1,2,10.0,0
34,13,55,6.0,2,6.0,4,1,2,1.0,0
29,9,40,1.0,3,7.0,2,1,2,1.0,0
49,13,40,1.0,6,3.0,4,2,2,16.0,0
77,10,40,3.0,1,5.0,3,1,2,1.0,0
32,9,35,1.0,3,3.0,2,1,1,1.0,0
27,13,40,1.0,1,1.0,1,1,1,1.0,1
22,10,40,1.0,3,4.0,4,1,1,1.0,0
35,9,40,5.0,1,2.0,3,1,2,13.0,1
42,13,40,5.0,1,13.0,3,1,2,1.0,1
33,9,16,1.0,1,13.0,3,1,2,1.0,0
19,10,40,1.0,6,4.0,2,1,1,1.0,0
38,9,40,1.0,2,2.0,4,1,2,1.0,0
26,9,45,1.0,1,8.0,3,5,2,1.0,0
29,13,45,1.0,3,5.0,4,1,1,1.0,0
33,13,40,1.0,1,6.0,3,1,2,1.0,1
20,11,20,1.0,3,3.0,2,1,1,1.0,0
43,14,40,4.0,1,6.0,3,1,2,1.0,1
69,7,45,1.0,1,6.0,3,5,2,1.0,0
39,9,40,1.0,3,11.0,2,1,2,1.0,0
37,9,40,1.0,1,8.0,3,1,2,22.0,0
26,13,40,4.0,3,1.0,4,1,2,1.0,0
43,13,40,4.0,2,5.0,4,1,2,1.0,1
49,9,30,1.0,1,5.0,3,1,2,31.0,0
28,4,60,1.0,4,3.0,2,1,2,21.0,0
35,9,40,1.0,1,8.0,3,1,2,1.0,0
35,9,40,5.0,1,2.0,3,1,2,1.0,1
57,9,40,1.0,1,9.0,1,1,1,1.0,0
23,9,48,1.0,3,4.0,4,1,2,1.0,0
45,9,40,1.0,1,2.0,3,1,2,1.0,0
42,9,40,1.0,1,9.0,1,1,1,1.0,0
35,13,40,1.0,1,3.0,3,2,2,20.0,0
45,13,50,1.0,1,6.0,3,1,2,1.0,1
28,13,40,4.0,3,5.0,4,1,2,1.0,0
64,11,10,3.0,1,2.0,3,1,2,1.0,0
44,15,40,5.0,4,6.0,6,1,1,1.0,0
59,9,40,2.0,1,10.0,3,1,2,1.0,1
41,9,40,1.0,3,8.0,4,1,2,1.0,0
29,11,40,2.0,3,9.0,4,1,1,1.0,0
51,9,40,2.0,3,10.0,4,1,2,1.0,1
22,9,40,1.0,3,9.0,2,1,2,1.0,0
53,12,80,1.0,1,4.0,3,1,2,1.0,1
38,10,44,1.0,2,9.0,6,1,1,1.0,0
23,10,40,1.0,4,2.0,2,1,2,1.0,0
20,9,40,1.0,3,3.0,2,1,1,21.0,0
40,13,40,1.0,2,2.0,2,1,1,1.0,0
25,13,40,1.0,3,6.0,4,1,1,1.0,0
27,10,40,1.0,2,1.0,4,1,1,1.0,0
20,9,30,1.0,3,3.0,2,1,2,1.0,0
37,9,20,1.0,1,3.0,1,1,1,1.0,0
40,9,40,5.0,3,3.0,2,1,2,1.0,0
28,13,40,1.0,1,5.0,3,1,2,1.0,1
38,9,40,2.0,4,3.0,6,1,1,1.0,0
42,13,40,1.0,2,5.0,6,1,1,1.0,0
32,12,40,4.0,2,13.0,4,1,2,1.0,0
31,10,40,1.0,3,9.0,4,1,2,1.0,0
31,9,60,2.0,1,2.0,3,1,2,1.0,0
24,9,40,1.0,3,9.0,2,1,2,1.0,0
62,4,35,5.0,5,3.0,4,5,1,1.0,0
43,10,40,5.0,1,2.0,3,1,2,1.0,1
21,10,50,1.0,3,11.0,2,1,2,1.0,0
30,9,40,3.0,2,5.0,4,1,2,1.0,0
18,6,40,1.0,3,7.0,4,1,2,1.0,0
59,14,40,5.0,2,6.0,4,1,1,1.0,0
24,4,40,2.0,1,11.0,3,1,2,1.0,1
49,9,40,1.0,1,2.0,3,1,2,1.0,0
19,7,30,6.0,3,3.0,2,1,2,1.0,0
48,9,40,1.0,1,8.0,3,1,2,1.0,1
32,15,60,1.0,1,4.0,3,1,2,1.0,1
33,6,45,1.0,3,8.0,4,1,1,1.0,0
23,13,15,1.0,3,4.0,4,5,2,1.0,0
33,15,65,4.0,3,6.0,4,1,1,1.0,1
50,10,40,4.0,1,5.0,3,1,2,1.0,1
30,13,43,1.0,1,5.0,3,1,2,1.0,0
32,12,42,1.0,1,6.0,3,1,2,1.0,0
39,10,65,1.0,1,4.0,3,1,2,1.0,0
21,10,20,1.0,3,4.0,2,1,1,1.0,0
32,13,40,1.0,3,5.0,4,1,1,1.0,0
57,9,40,1.0,1,7.0,3,1,2,1.0,0
22,10,10,6.0,3,6.0,4,1,2,1.0,0
